old_field_name,old_full_name,semantic_field_name,field_type,pages_0_indexed,rect_first_occurrence
c1_1[0],topmostSubform[0].Page1[0].c1_1[0],line_a_payments_requiring_1099_yes,checkbox,0,"[504.000, 643.970, 512.000, 651.970]"
c1_1[1],topmostSubform[0].Page1[0].c1_1[1],line_a_payments_requiring_1099_no,checkbox,0,"[540.000, 643.970, 548.000, 651.970]"
c1_2[0],topmostSubform[0].Page1[0].c1_2[0],line_b_filed_required_1099_yes,checkbox,0,"[504.000, 632.218, 512.000, 640.218]"
c1_2[1],topmostSubform[0].Page1[0].c1_2[1],line_b_filed_required_1099_no,checkbox,0,"[540.000, 632.218, 548.000, 640.218]"
f1_1[0],topmostSubform[0].Page1[0].f1_1[0],name,text,0,"[36.000, 683.968, 452.850, 697.969]"
f1_2[0],topmostSubform[0].Page1[0].f1_2[0],social_security_number,text,0,"[453.600, 683.968, 576.000, 697.969]"
f1_15[0],topmostSubform[0].Page1[0].f1_15[0],line1b_type_of_property_8_other_describe,text,0,"[475.200, 479.970, 576.000, 491.969]"
f1_77[0],topmostSubform[0].Page1[0].f1_77[0],line23a_total_rents_received_all_properties,text,0,"[403.200, 149.969, 488.850, 161.968]"
f1_78[0],topmostSubform[0].Page1[0].f1_78[0],line23b_total_royalties_received_all_properties,text,0,"[403.200, 137.970, 488.850, 149.969]"
f1_79[0],topmostSubform[0].Page1[0].f1_79[0],line23c_total_mortgage_interest_all_properties,text,0,"[403.200, 125.968, 488.850, 137.967]"
f1_80[0],topmostSubform[0].Page1[0].f1_80[0],line23d_total_depreciation_all_properties,text,0,"[403.200, 113.969, 488.850, 125.968]"
f1_81[0],topmostSubform[0].Page1[0].f1_81[0],line23e_total_expenses_all_properties,text,0,"[403.200, 101.970, 488.850, 113.969]"
f1_82[0],topmostSubform[0].Page1[0].f1_82[0],line24_income_positive_amounts,text,0,"[489.600, 89.968, 576.000, 101.967]"
f1_83[0],topmostSubform[0].Page1[0].f1_83[0],line25_losses,text,0,"[493.600, 77.969, 572.000, 89.968]"
f1_84[0],topmostSubform[0].Page1[0].f1_84[0],line26_total_rental_real_estate_and_royalty_income_or_loss,text,0,"[489.600, 41.969, 576.000, 53.968]"
f1_22[0],topmostSubform[0].Page1[0].Table_Expenses[0].Line5[0].f1_22[0],line5_property_a_advertising,text,0,"[316.800, 401.969, 402.450, 413.968]"
f1_23[0],topmostSubform[0].Page1[0].Table_Expenses[0].Line5[0].f1_23[0],line5_property_b_advertising,text,0,"[403.200, 401.969, 488.850, 413.968]"
f1_24[0],topmostSubform[0].Page1[0].Table_Expenses[0].Line5[0].f1_24[0],line5_property_c_advertising,text,0,"[489.600, 401.969, 576.000, 413.968]"
f1_25[0],topmostSubform[0].Page1[0].Table_Expenses[0].Line6[0].f1_25[0],line6_property_a_auto_and_travel,text,0,"[316.800, 389.970, 402.450, 401.969]"
