old_field_name,semantic_field_name,field_type,pages_0_indexed,rect_first_occurrence
f1_1[0],taxpayer_name,text,"0","[36.000, 684.000, 445.650, 698.001]"
f1_2[0],taxpayer_ssn,text,"0","[446.400, 684.000, 576.000, 698.001]"
f1_3[0],line1a_total_deductions_minus_senior,text,"0","[410.400, 648.000, 481.650, 659.999]"
f1_4[0],line1b_agi_minus_line1a,text,"0","[504.000, 624.002, 576.000, 636.001]"
f1_5[0],line2a_state_local_taxes,text,"0","[504.000, 600.001, 576.000, 612.000]"
f1_6[0],line2b_state_local_refund,text,"0","[508.000, 588.002, 572.000, 600.001]"
f1_7[0],line2c_investment_interest_expense_adjustment,text,"0","[504.000, 576.000, 576.000, 587.999]"
f1_8[0],line2d_depletion_adjustment,text,"0","[504.000, 564.001, 576.000, 576.000]"
f1_9[0],line2e_net_operating_loss_deduction_adjustment,text,"0","[504.000, 552.002, 576.000, 564.001]"
f1_10[0],line2f_alternative_tax_net_operating_loss_deduction,text,"0","[508.000, 540.000, 572.000, 551.999]"
f1_11[0],line2g_private_activity_bond_interest,text,"0","[504.000, 528.001, 576.000, 540.000]"
f1_12[0],line2h_qualified_small_business_stock_adjustment,text,"0","[504.000, 516.002, 576.000, 528.001]"
f1_13[0],line2i_incentive_stock_option_adjustment,text,"0","[504.000, 504.000, 576.000, 515.999]"
f1_14[0],line2j_estates_and_trusts_adjustment,text,"0","[504.000, 492.001, 576.000, 504.000]"
f1_15[0],line2k_disposition_of_property_adjustment,text,"0","[504.000, 480.002, 576.000, 492.001]"
f1_16[0],line2l_depreciation_adjustment,text,"0","[504.000, 468.000, 576.000, 479.999]"
f1_17[0],line2m_passive_activities_adjustment,text,"0","[504.000, 456.001, 576.000, 468.000]"
f1_18[0],line2n_loss_limitations_adjustment,text,"0","[504.000, 444.002, 576.000, 456.001]"
f1_19[0],line2o_circulation_costs_adjustment,text,"0","[504.000, 432.000, 576.000, 443.999]"
f1_20[0],line2p_long_term_contracts_adjustment,text,"0","[504.000, 420.001, 576.000, 432.000]"
f1_21[0],line2q_mining_costs_adjustment,text,"0","[504.000, 408.002, 576.000, 420.001]"
f1_22[0],line2r_research_experimental_costs_adjustment,text,"0","[504.000, 396.000, 576.000, 407.999]"
f1_23[0],line2s_installment_sales_pre1987_adjustment,text,"0","[508.000, 384.001, 572.000, 396.000]"
f1_24[0],line2t_intangible_drilling_costs_preference,text,"0","[504.000, 372.002, 576.000, 384.001]"
f1_25[0],line3_other_adjustments,text,"0","[504.000, 360.000, 576.000, 371.999]"
f1_26[0],line4_alternative_minimum_taxable_income,text,"0","[504.000, 336.002, 576.000, 348.001]"
f1_27[0],line5_exemption,text,"0","[504.000, 264.002, 576.000, 276.001]"
f1_28[0],line6_amt_base_after_exemption,text,"0","[504.000, 228.002, 576.000, 240.001]"
f1_29[0],line7_tentative_minimum_tax,text,"0","[504.000, 180.000, 576.000, 191.999]"
f1_30[0],line8_amt_foreign_tax_credit,text,"0","[504.000, 120.002, 576.000, 132.001]"
f1_31[0],line9_tentative_minimum_tax_after_ftc,text,"0","[504.000, 108.000, 576.000, 119.999]"
f1_32[0],line10_regular_tax_adjusted,text,"0","[504.000, 48.002, 576.000, 60.001]"
f1_33[0],line11_alternative_minimum_tax,text,"0","[504.000, 36.000, 576.000, 47.999]"
f2_1[0],line12_part3_amt_base,text,"1","[504.000, 696.002, 576.000, 708.001]"
f2_2[0],line13_qualified_dividend_and_capital_gain_amount,text,"1","[504.000, 648.000, 576.000, 659.999]"
f2_3[0],line14_schedule_d_line19_amt,text,"1","[504.000, 624.002, 576.000, 636.001]"
f2_4[0],line15_adjusted_capital_gain_amount,text,"1","[504.000, 576.000, 576.000, 587.999]"
f2_5[0],line16_smaller_of_line12_or_line15,text,"1","[504.000, 564.001, 576.000, 576.000]"
f2_6[0],line17_line12_minus_line16,text,"1","[504.000, 552.002, 576.000, 564.001]"
f2_7[0],line18_tax_on_line17,text,"1","[504.000, 528.001, 576.000, 540.000]"
f2_8[0],line19_rate_threshold_amount,text,"1","[504.000, 492.001, 576.000, 504.000]"
f2_9[0],line20_regular_tax_worksheet_amount,text,"1","[504.000, 432.000, 576.000, 443.999]"
f2_10[0],line21_line19_minus_line20,text,"1","[504.000, 420.001, 576.000, 432.000]"
f2_11[0],line22_smaller_of_line12_or_line13,text,"1","[504.000, 408.002, 576.000, 420.001]"
f2_12[0],line23_amount_taxed_at_zero_percent,text,"1","[504.000, 396.000, 576.000, 407.999]"
f2_13[0],line24_line22_minus_line23,text,"1","[504.000, 384.001, 576.000, 396.000]"
